date,bodyweight,exercise,weight,reps,rir,notes,bw_pct,internal_weight,est_1RM
2025-02-04,55.0,Machine Calf Raise,9.0,10.0,,,1.0,55.0,28.1
2025-02-04,55.0,Dips,-60.0,5.0,,Peciai!!,1.0,55.0,-60.7
2025-02-04,55.0,Dips,-72.0,15.0,,Peciai!!,1.0,55.0,-79.9
2025-02-04,55.0,Hip Abduction,40.0,20.0,,,,,
2025-02-04,55.0,Pec fly oblique,33.0,20.0,,,,,
2025-01-31,55.0,Squat,15.0,4.0,,"Gilus 1,1,1 (su pauzem)",0.6,33.0,19.7
2025-01-31,55.0,Squat,15.0,6.0,,"Gilus 1,1,1 (su pauzem)",0.6,33.0,22.9
2025-01-31,55.0,Dumbbell Curl,6.0,9.0,,,0.0,0.0,7.6
2025-01-31,55.0,Hip Thrust,30.0,20.0,,Ant suoliuko,0.4,22.0,62.8
2025-01-28,55.0,Squat,15.0,4.0,,,0.6,33.0,19.7
2025-01-28,55.0,Squat,15.0,16.0,,,0.6,33.0,38.9
2025-01-28,55.0,Squat,20.0,11.0,,,0.6,33.0,37.6
2025-01-28,55.0,Dumbbell Curl,6.0,5.0,,,0.0,0.0,6.8
2025-01-28,55.0,Dumbbell Curl,6.0,7.0,,,0.0,0.0,7.2
2025-01-28,55.0,Deadlift,15.0,8.0,,,0.2,11.0,21.0
2025-01-28,55.0,Deadlift,22.5,8.0,,,0.2,11.0,30.3
2025-01-28,55.0,Deadlift,30.0,8.0,,,0.2,11.0,39.5
2025-01-28,55.0,Deadlift,35.0,2.0,,,0.2,11.0,36.5
2025-01-28,55.0,Deadlift,35.0,14.0,,,0.2,11.0,54.9
2025-01-28,55.0,Bench Press,22.5,2.0,,,0.0,0.0,23.2
2025-01-28,55.0,Bench Press,22.5,4.0,,,0.0,0.0,24.7
2025-01-28,55.0,Lat Pulldown,30.0,3.0,,,,,
2025-01-28,55.0,Lat Pulldown,37.0,3.0,,,,,
2025-01-28,55.0,Hip Abduction,40.0,15.0,,,,,
2025-01-28,55.0,Hip Abduction,55.0,8.0,,,,,
2025-01-28,55.0,Hip Abduction,45.0,12.0,,,,,
2025-01-28,55.0,Hip Adduction,15.0,10.0,,,,,
2025-01-22,55.0,Squat,15.0,14.0,,,0.6,33.0,35.7
2025-01-22,55.0,Squat,17.5,8.0,,,0.6,33.0,29.2
2025-01-22,55.0,Dumbbell Curl,6.0,8.0,,,0.0,0.0,7.4
2025-01-22,55.0,Push Ups,,10.0,,Nuo keliu + 15 cm.,1.0,55.0,16.4
2025-01-22,55.0,Decline Sit Up,,10.0,,2 dec,0.3,16.5,4.9
2025-01-22,55.0,Pallof Press,15.0,3.0,,,,,
2025-01-22,55.0,Pallof Press,15.0,10.0,,,,,
2025-01-22,55.0,Deadlift,17.5,8.0,,,0.2,11.0,24.1
2025-01-22,55.0,Deadlift,25.0,30.0,,,0.2,11.0,59.7
2025-01-22,55.0,Nordic Hamstring Curl,,10.0,,"Full, rankos 10 cm.",,,
2025-01-22,55.0,STRETCH (tempinai virvute i prieki),,,,,,,
2025-01-17,55.0,Hip Thrust,15.0,2.0,,,0.4,22.0,16.2
2025-01-17,55.0,Hip Thrust,15.0,7.0,,+2 gumos,0.4,22.0,22.4
2025-01-17,55.0,Roman Chair Side Bend,4.0,4.0,,,0.3,16.5,6.0
2025-01-17,55.0,Machine Back Extension,15.0,12.0,,,,,
2025-01-17,55.0,Dumbbell Preacher Curl,4.5,2.0,,,,,
2025-01-17,55.0,Dumbbell Preacher Curl,4.5,2.0,,,,,
2025-01-17,55.0,Dumbbell Preacher Curl,4.5,2.0,,,,,
2025-01-17,55.0,Dumbbell Preacher Curl,5.0,2.0,,R 5.5,,,
2025-01-17,55.0,T Bar Row,15.0,8.0,,,,,
2025-01-17,55.0,Bench Press,17.5,12.0,,,0.0,0.0,23.9
2025-01-17,55.0,Bench Press,20.0,11.0,,,0.0,0.0,26.6
2025-01-17,55.0,Pull Ups,-42.0,2.0,,,1.0,55.0,-41.6
2025-01-15,55.0,Hanging Knee Raise,,12.0,,90/120,,,
2025-01-15,55.0,Hanging Knee Raise,,10.0,,90/120,,,
2025-01-15,55.0,Hanging Knee Raise,,15.0,,,,,
2025-01-15,55.0,Squat,12.0,9.0,,,0.6,33.0,23.9
2025-01-15,55.0,Squat,15.0,8.0,,,0.6,33.0,26.1
2025-01-15,55.0,Squat,15.0,8.0,,,0.6,33.0,26.1
2025-01-15,55.0,Squat,12.0,12.0,,,0.6,33.0,28.4
2025-01-15,55.0,Deadlift,20.0,18.0,,,0.2,11.0,37.5
2025-01-15,55.0,Deadlift,25.0,15.0,,,0.2,11.0,41.7
2025-01-15,55.0,Deadlift,25.0,10.0,,,0.2,11.0,35.8
2025-01-15,55.0,Dumbbell Preacher Curl,4.0,6.0,,,,,
2025-01-15,55.0,Dumbbell Preacher Curl,4.0,8.0,,,,,
2025-01-15,55.0,Dumbbell Preacher Curl,5.0,12.0,,,,,
2025-01-15,55.0,Dumbbell Preacher Curl,5.0,12.0,,,,,
2025-01-15,55.0,Lat Pulldown,20.0,6.0,,,,,
2025-01-15,55.0,Lat Pulldown,25.0,9.0,,,,,
2025-01-15,55.0,Lat Pulldown,30.0,5.0,,,,,
2025-01-15,55.0,Lat Pulldown,30.0,6.0,,,,,
2025-01-15,55.0,Hip Abduction,30.0,16.0,,,,,
2025-01-15,55.0,Hip Abduction,30.0,15.0,,,,,
2025-01-15,55.0,Hip Abduction,35.0,10.0,,,,,
2025-01-07,55.0,Squat,9.5,5.0,,,0.6,33.0,15.1
2025-01-07,55.0,Squat,12.0,4.0,,,0.6,33.0,16.5
2025-01-07,55.0,Squat,15.0,2.0,,,0.6,33.0,16.6
2025-01-07,55.0,Squat,15.0,9.0,,,0.6,33.0,27.7
2025-01-07,55.0,Squat,15.0,4.0,,,0.6,33.0,19.7
2025-01-07,55.0,Deadlift,30.0,3.0,,,0.2,11.0,32.7
2025-01-07,55.0,Deadlift,25.0,17.0,,,0.2,11.0,44.1
2025-01-07,55.0,Dumbbell Preacher Curl,5.0,10.0,,,,,
2025-01-07,55.0,Dumbbell Preacher Curl,5.0,6.0,,,,,
2025-01-07,55.0,Dumbbell Preacher Curl,4.0,6.0,,,,,
2025-01-07,55.0,Dumbbell Preacher Curl,4.0,6.0,,Hammer,,,
2025-01-07,55.0,Dumbbell Preacher Curl,4.0,9.0,,,,,
2025-01-07,55.0,Lat Pulldown,25.0,5.0,,,,,
2025-01-07,55.0,Lat Pulldown,25.0,5.0,,,,,
2025-01-07,55.0,Lat Pulldown,25.0,9.0,,2xpeciu,,,
2025-01-07,55.0,Hip Abduction,35.0,11.0,,,,,
2025-01-07,55.0,Hip Abduction,37.5,10.0,,,,,
2025-01-07,55.0,Tricep Pushdown,15.0,12.0,,,0.0,0.0,20.5
2025-01-07,55.0,Tricep Pushdown,20.0,5.0,,,0.0,0.0,22.6
2025-01-03,55.0,Deadlift,27.5,4.0,,,0.2,11.0,31.3
2025-01-03,55.0,Deadlift,27.5,12.0,,,0.2,11.0,41.6
2025-01-03,55.0,Deadlift,30.0,15.0,,,0.2,11.0,49.1
2025-01-03,55.0,Deadlift,30.0,12.0,,,0.2,11.0,45.0
2025-01-03,55.0,Squat,9.5,4.0,,,0.6,33.0,13.7
2025-01-03,55.0,Squat,12.0,3.0,,,0.6,33.0,15.0
2025-01-03,55.0,Squat,15.0,2.0,,,0.6,33.0,16.6
2025-01-03,55.0,Squat,15.0,9.0,,,0.6,33.0,27.7
2025-01-03,55.0,Squat,15.0,4.0,,,0.6,33.0,19.7
2025-01-03,55.0,Decline Sit Up,4.0,3.0,,3 dec,0.3,16.5,5.3
2025-01-03,55.0,Decline Sit Up,4.0,10.0,,3 dec,0.3,16.5,10.1
2025-01-03,55.0,Decline Sit Up,4.0,8.0,,4 dec,0.3,16.5,8.8
2025-01-03,55.0,Dumbbell Preacher Curl,4.0,14.0,,,,,
2025-01-03,55.0,Dumbbell Preacher Curl,5.0,5.0,,,,,
2025-01-03,55.0,Dumbbell Preacher Curl,5.0,8.0,,,,,
2025-01-03,55.0,Chest Press,7.5,9.0,,Both together,0.0,0.0,9.5
2025-01-03,55.0,Chest Press,7.5,10.0,,Both together,0.0,0.0,9.7
2025-01-03,55.0,Hip Abduction,25.0,2.0,,,,,
2025-01-03,55.0,Hip Abduction,25.0,12.0,,,,,
2025-01-03,55.0,Hip Abduction,30.0,7.0,,,,,
2025-01-03,55.0,Hip Abduction,35.0,12.0,,,,,
2025-01-03,55.0,Hip Abduction,37.5,10.0,,,,,
2025-01-03,55.0,Hip Abduction,42.5,5.0,,,,,
2025-01-03,55.0,Lat Pulldown,25.0,4.0,,Wide,,,
2025-01-03,55.0,Lat Pulldown,25.0,7.0,,,,,
2024-12-27,55.0,Squat,9.5,18.0,,,0.6,33.0,33.5
2024-12-27,55.0,Squat,12.0,14.0,,,0.6,33.0,31.4
2024-12-27,55.0,Squat,12.0,9.0,,,0.6,33.0,23.9
2024-12-27,55.0,Deadlift,20.0,5.0,,,0.2,11.0,24.1
2024-12-27,55.0,Deadlift,25.0,4.0,,,0.2,11.0,28.6
2024-12-27,55.0,Deadlift,25.0,17.0,,,0.2,11.0,44.1
2024-12-27,55.0,Deadlift,27.5,14.0,,,0.2,11.0,44.1
2024-12-27,55.0,Dumbbell Preacher Curl,4.0,16.0,,,,,
2024-12-27,55.0,Dumbbell Preacher Curl,4.0,16.0,,,,,
2024-12-27,55.0,Chest Press,5.0,16.0,,Both together,0.0,0.0,7.5
2024-12-27,55.0,Chest Press,5.0,10.0,,,0.0,0.0,6.5
2024-12-27,55.0,One Arm Incline Dumbbell Lateral Raise,1.3,16.0,,,0.0,0.0,1.9
2024-12-27,55.0,One Arm Incline Dumbbell Lateral Raise,2.0,8.0,,Sulenkta ranka,0.0,0.0,2.5
2024-12-27,55.0,Reverse Grip Lat Pulldown,20.0,17.0,,,0.0,0.0,30.6
2024-12-27,55.0,Lat Pulldown,20.0,13.0,,Wide,,,
2024-12-17,55.0,Squat,7.0,10.0,,"Sirgau, placiai pritupimai",0.6,33.0,18.9
2024-12-17,55.0,Deadlift,20.0,8.0,,,0.2,11.0,27.2
2024-12-17,55.0,Deadlift,20.0,10.0,,,0.2,11.0,29.3
2024-12-17,55.0,Deadlift,22.5,18.0,,,0.2,11.0,41.4
2024-12-17,55.0,Hip Abduction,15.0,10.0,,,,,
2024-12-17,55.0,Hip Abduction,20.0,15.0,,,,,
2024-12-17,55.0,Reverse Grip Lat Pulldown,20.0,7.0,,,0.0,0.0,24.0
2024-12-17,55.0,Cable Overhead Tricep Extension,15.0,12.0,,,0.0,0.0,20.5
2024-12-17,55.0,Lying Supine Dumbbell Curl,2.0,8.0,,,,,
2024-12-03,55.0,Squat,4.0,7.0,,,0.6,33.0,11.4
2024-12-03,55.0,Squat,8.0,5.0,,,0.6,33.0,13.4
2024-12-03,55.0,Squat,12.0,10.0,,,0.6,33.0,25.4
2024-12-03,55.0,Deadlift,8.0,7.0,,,0.2,11.0,11.8
2024-12-03,55.0,Deadlift,16.0,5.0,,,0.2,11.0,19.6
2024-12-03,55.0,Deadlift,22.0,4.0,,,0.2,11.0,25.3
2024-12-03,55.0,Deadlift,25.0,2.0,,,0.2,11.0,26.2
2024-12-03,55.0,Deadlift,25.0,10.0,,,0.2,11.0,35.8
2024-12-03,55.0,Cable Overhead Tricep Extension,10.0,10.0,,,0.0,0.0,13.0
2024-12-03,55.0,Cable Overhead Tricep Extension,15.0,10.0,,,0.0,0.0,19.5
2024-12-03,55.0,Cable Overhead Tricep Extension,20.0,10.0,,,0.0,0.0,26.0
2024-12-03,55.0,Lat Pulldown,10.0,10.0,,,,,
2024-12-03,55.0,Lat Pulldown,15.0,10.0,,,,,
2024-12-03,55.0,Lat Pulldown,20.0,10.0,,,,,
2024-12-03,55.0,Hip Abduction,10.0,10.0,,,,,
2024-12-03,55.0,Hip Abduction,15.0,3.0,,,,,
2024-12-03,55.0,Hip Abduction,15.0,15.0,,,,,
2024-12-03,55.0,Machine Seated Crunch,15.0,10.0,,,,,
2024-12-03,55.0,Machine Seated Crunch,19.0,12.0,,,,,
2024-12-03,55.0,Flat Bench Leg Pull In,,10.0,,Glu 0 90deg,,,
2024-11-26,55.0,Squat,12.0,5.0,,,0.6,33.0,17.9
2024-11-26,55.0,Squat,12.0,10.0,,,0.6,33.0,25.4
2024-11-26,55.0,Squat,14.5,7.0,,,0.6,33.0,23.9
2024-11-26,55.0,Deadlift,12.0,5.0,,,0.2,11.0,15.0
2024-11-26,55.0,Deadlift,20.0,5.0,,,0.2,11.0,24.1
2024-11-26,55.0,Deadlift,25.0,10.0,,,0.2,11.0,35.8
2024-11-26,55.0,Deadlift,30.0,1.0,,,0.2,11.0,30.0
2024-11-26,55.0,Deadlift,30.0,4.0,,,0.2,11.0,34.1
